event_name,timestamp,database_name,severity,error_number,message,_linea,session_id,login_name,program_name,resource_type,mode,process_type
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
xml_deadlock_report,2026-09-11 03:52:26.792,SteelNort,13.0,1205.0,Deadlock detected,"{""event_name"": ""xml_deadlock_report"", ""timestamp"": ""2026-09-11 03:52:26.792"", ""database_name"": ""SteelNort"", ""severity"": 13, ""error_number"": 1205, ""message"": ""Deadlock detected""}",0.0,0,0,0,0,UNKNOWN
